TOP.6731382c.00067339	START
TOP.67314d3d.0003b784	user_options->hash_mode	0
TOP.67314d3d.0003b784	user_options->hex_charset	0
TOP.67314d3d.0003b784	user_options->hex_salt	0
TOP.67314d3d.0003b784	user_options->hex_wordlist	0
TOP.67314d3d.0003b784	user_options->hook_threads	0
TOP.67314d3d.0003b784	user_options->identify	0
TOP.67314d3d.0003b784	user_options->increment	0
TOP.67314d3d.0003b784	user_options->increment_max	256
TOP.67314d3d.0003b784	user_options->increment_min	1
TOP.67314d3d.0003b784	user_options->keep_guessing	0
TOP.67314d3d.0003b784	user_options->kernel_accel	0
TOP.67314d3d.0003b784	user_options->kernel_loops	0
TOP.67314d3d.0003b784	user_options->kernel_threads	0
TOP.67314d3d.0003b784	user_options->keyspace	0
TOP.67314d3d.0003b784	user_options->left	0
TOP.67314d3d.0003b784	user_options->logfile_disable	0
TOP.67314d3d.0003b784	user_options->loopback	0
TOP.67314d3d.0003b784	user_options->machine_readable	0
TOP.67314d3d.0003b784	user_options->markov_classic	0
TOP.67314d3d.0003b784	user_options->markov_disable	0
TOP.67314d3d.0003b784	user_options->markov_inverse	0
TOP.67314d3d.0003b784	user_options->markov_threshold	256
TOP.67314d3d.0003b784	user_options->multiply_accel_disable	0
TOP.67314d3d.0003b784	user_options->backend_info	0
TOP.67314d3d.0003b784	user_options->backend_vector_width	0
TOP.67314d3d.0003b784	user_options->optimized_kernel_enable	0
TOP.67314d3d.0003b784	user_options->outfile_autohex	1
TOP.67314d3d.0003b784	user_options->outfile_check_timer	5
TOP.67314d3d.0003b784	user_options->outfile_format	3
TOP.67314d3d.0003b784	user_options->wordlist_autohex_disable	0
TOP.67314d3d.0003b784	user_options->potfile_disable	0
TOP.67314d3d.0003b784	user_options->progress_only	0
TOP.67314d3d.0003b784	user_options->quiet	1
TOP.67314d3d.0003b784	user_options->remove	0
TOP.67314d3d.0003b784	user_options->remove_timer	60
TOP.67314d3d.0003b784	user_options->restore	0
TOP.67314d3d.0003b784	user_options->restore_disable	1
TOP.67314d3d.0003b784	user_options->restore_timer	1
TOP.67314d3d.0003b784	user_options->rp_files_cnt	0
TOP.67314d3d.0003b784	user_options->rp_gen	0
TOP.67314d3d.0003b784	user_options->rp_gen_func_max	4
TOP.67314d3d.0003b784	user_options->rp_gen_func_min	1
TOP.67314d3d.0003b784	user_options->rp_gen_seed	0
TOP.67314d3d.0003b784	user_options->runtime	0
TOP.67314d3d.0003b784	user_options->scrypt_tmto	0
TOP.67314d3d.0003b784	user_options->segment_size	33554432
TOP.67314d3d.0003b784	user_options->self_test_disable	0
TOP.67314d3d.0003b784	user_options->slow_candidates	0
TOP.67314d3d.0003b784	user_options->show	1
TOP.67314d3d.0003b784	user_options->speed_only	0
TOP.67314d3d.0003b784	user_options->spin_damp	0
TOP.67314d3d.0003b784	user_options->status	1
TOP.67314d3d.0003b784	user_options->status_json	0
TOP.67314d3d.0003b784	user_options->status_timer	1
TOP.67314d3d.0003b784	user_options->stdout_flag	0
TOP.67314d3d.0003b784	user_options->usage	0
TOP.67314d3d.0003b784	user_options->username	0
TOP.67314d3d.0003b784	user_options->veracrypt_pim_start	485
TOP.67314d3d.0003b784	user_options->veracrypt_pim_stop	485
TOP.67314d3d.0003b784	user_options->version	0
TOP.67314d3d.0003b784	user_options->workload_profile	3
TOP.67314d3d.0003b784	user_options->brain_client	0
TOP.67314d3d.0003b784	user_options->brain_client_features	2
TOP.67314d3d.0003b784	user_options->brain_server	0
TOP.67314d3d.0003b784	user_options->brain_server_timer	300
TOP.67314d3d.0003b784	user_options->brain_port	6863
TOP.67314d3d.0003b784	user_options->brain_session	0
TOP.67314d3d.0003b784	proc_start	1731284285
TOP.67314d3d.0003b784	proc_stop	1731284285
TOP.67314d3d.0003b784	STOP
TOP.67314d3d.000ef8b2	START
TOP.67314d3d.000ef8b2	folder_config->cwd	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\hashcat-6.2.6
TOP.67314d3d.000ef8b2	folder_config->install_dir	.
TOP.67314d3d.000ef8b2	folder_config->profile_dir	.
TOP.67314d3d.000ef8b2	folder_config->session_dir	.
TOP.67314d3d.000ef8b2	folder_config->shared_dir	.
TOP.67314d3d.000ef8b2	user_options->encoding_from	utf-8
TOP.67314d3d.000ef8b2	user_options->encoding_to	utf-8
TOP.67314d3d.000ef8b2	user_options->potfile_path	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\ReworldTest\Test_Results\hashcat_md5s_uppercase_lowercase_numbers_8_3_1731284285.potfile
TOP.67314d3d.000ef8b2	user_options->rule_buf_l	:
TOP.67314d3d.000ef8b2	user_options->rule_buf_r	:
TOP.67314d3d.000ef8b2	user_options->session	show
TOP.67314d3d.000ef8b2	user_options->separator	:
TOP.67314d3d.000ef8b2	user_options->limit	0
TOP.67314d3d.000ef8b2	user_options->skip	0
TOP.67314d3d.000ef8b2	user_options->attack_mode	100
TOP.67314d3d.000ef8b2	user_options->benchmark	0
TOP.67314d3d.000ef8b2	user_options->benchmark_all	0
TOP.67314d3d.000ef8b2	user_options->bitmap_max	18
TOP.67314d3d.000ef8b2	user_options->bitmap_min	16
TOP.67314d3d.000ef8b2	user_options->debug_mode	0
TOP.67314d3d.000ef8b2	user_options->hash_info	0
TOP.67314d3d.000ef8b2	user_options->force	1
TOP.67314d3d.000ef8b2	user_options->hwmon_disable	0
TOP.67314d3d.000ef8b2	user_options->hwmon_temp_abort	90
TOP.67314d3d.000ef8b2	user_options->hash_mode	0
TOP.67314d3d.000ef8b2	user_options->hex_charset	0
TOP.67314d3d.000ef8b2	user_options->hex_salt	0
TOP.67314d3d.000ef8b2	user_options->hex_wordlist	0
TOP.67314d3d.000ef8b2	user_options->hook_threads	0
TOP.67314d3d.000ef8b2	user_options->identify	0
TOP.67314d3d.000ef8b2	user_options->increment	0
TOP.67314d3d.000ef8b2	user_options->increment_max	256
TOP.67314d3d.000ef8b2	user_options->increment_min	1
TOP.67314d3d.000ef8b2	user_options->keep_guessing	0
TOP.67314d3d.000ef8b2	user_options->kernel_accel	0
TOP.67314d3d.000ef8b2	user_options->kernel_loops	0
TOP.67314d3d.000ef8b2	user_options->kernel_threads	0
TOP.67314d3d.000ef8b2	user_options->keyspace	0
TOP.67314d3d.000ef8b2	user_options->left	0
TOP.67314d3d.000ef8b2	user_options->logfile_disable	0
TOP.67314d3d.000ef8b2	user_options->loopback	0
TOP.67314d3d.000ef8b2	user_options->machine_readable	0
TOP.67314d3d.000ef8b2	user_options->markov_classic	0
TOP.67314d3d.000ef8b2	user_options->markov_disable	0
TOP.67314d3d.000ef8b2	user_options->markov_inverse	0
TOP.67314d3d.000ef8b2	user_options->markov_threshold	256
TOP.67314d3d.000ef8b2	user_options->multiply_accel_disable	0
TOP.67314d3d.000ef8b2	user_options->backend_info	0
TOP.67314d3d.000ef8b2	user_options->backend_vector_width	0
TOP.67314d3d.000ef8b2	user_options->optimized_kernel_enable	0
TOP.67314d3d.000ef8b2	user_options->outfile_autohex	1
TOP.67314d3d.000ef8b2	user_options->outfile_check_timer	5
TOP.67314d3d.000ef8b2	user_options->outfile_format	3
TOP.67314d3d.000ef8b2	user_options->wordlist_autohex_disable	0
TOP.67314d3d.000ef8b2	user_options->potfile_disable	0
TOP.67314d3d.000ef8b2	user_options->progress_only	0
TOP.67314d3d.000ef8b2	user_options->quiet	1
TOP.67314d3d.000ef8b2	user_options->remove	0
TOP.67314d3d.000ef8b2	user_options->remove_timer	60
TOP.67314d3d.000ef8b2	user_options->restore	0
TOP.67314d3d.000ef8b2	user_options->restore_disable	1
TOP.67314d3d.000ef8b2	user_options->restore_timer	1
TOP.67314d3d.000ef8b2	user_options->rp_files_cnt	0
TOP.67314d3d.000ef8b2	user_options->rp_gen	0
TOP.67314d3d.000ef8b2	user_options->rp_gen_func_max	4
TOP.67314d3d.000ef8b2	user_options->rp_gen_func_min	1
TOP.67314d3d.000ef8b2	user_options->rp_gen_seed	0
TOP.67314d3d.000ef8b2	user_options->runtime	0
TOP.67314d3d.000ef8b2	user_options->scrypt_tmto	0
TOP.67314d3d.000ef8b2	user_options->segment_size	33554432
TOP.67314d3d.000ef8b2	user_options->self_test_disable	0
TOP.67314d3d.000ef8b2	user_options->slow_candidates	0
TOP.67314d3d.000ef8b2	user_options->show	1
TOP.67314d3d.000ef8b2	user_options->speed_only	0
TOP.67314d3d.000ef8b2	user_options->spin_damp	0
TOP.67314d3d.000ef8b2	user_options->status	1
TOP.67314d3d.000ef8b2	user_options->status_json	0
TOP.67314d3d.000ef8b2	user_options->status_timer	1
TOP.67314d3d.000ef8b2	user_options->stdout_flag	0
TOP.67314d3d.000ef8b2	user_options->usage	0
TOP.67314d3d.000ef8b2	user_options->username	0
TOP.67314d3d.000ef8b2	user_options->veracrypt_pim_start	485
TOP.67314d3d.000ef8b2	user_options->veracrypt_pim_stop	485
TOP.67314d3d.000ef8b2	user_options->version	0
TOP.67314d3d.000ef8b2	user_options->workload_profile	3
TOP.67314d3d.000ef8b2	user_options->brain_client	0
TOP.67314d3d.000ef8b2	user_options->brain_client_features	2
TOP.67314d3d.000ef8b2	user_options->brain_server	0
TOP.67314d3d.000ef8b2	user_options->brain_server_timer	300
TOP.67314d3d.000ef8b2	user_options->brain_port	6863
TOP.67314d3d.000ef8b2	user_options->brain_session	0
TOP.67314d3d.000ef8b2	proc_start	1731284285
TOP.67314d3d.000ef8b2	proc_stop	1731284286
TOP.67314d3d.000ef8b2	STOP
TOP.67314d4d.0004e424	START
TOP.67314d4d.0004e424	folder_config->cwd	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\hashcat-6.2.6
TOP.67314d4d.0004e424	folder_config->install_dir	.
TOP.67314d4d.0004e424	folder_config->profile_dir	.
TOP.67314d4d.0004e424	folder_config->session_dir	.
TOP.67314d4d.0004e424	folder_config->shared_dir	.
TOP.67314d4d.0004e424	user_options->encoding_from	utf-8
TOP.67314d4d.0004e424	user_options->encoding_to	utf-8
TOP.67314d4d.0004e424	user_options->potfile_path	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\ReworldTest\Test_Results\hashcat_md5s_uppercase_lowercase_numbers_8_0_1731284301.potfile
TOP.67314d4d.0004e424	user_options->rule_buf_l	:
TOP.67314d4d.0004e424	user_options->rule_buf_r	:
TOP.67314d4d.0004e424	user_options->session	show
TOP.67314d4d.0004e424	user_options->separator	:
TOP.67314d4d.0004e424	user_options->limit	0
TOP.67314d4d.0004e424	user_options->skip	0
TOP.67314d4d.0004e424	user_options->attack_mode	100
TOP.67314d4d.0004e424	user_options->benchmark	0
TOP.67314d4d.0004e424	user_options->benchmark_all	0
TOP.67314d4d.0004e424	user_options->bitmap_max	18
TOP.67314d4d.0004e424	user_options->bitmap_min	16
TOP.67314d4d.0004e424	user_options->debug_mode	0
TOP.67314d4d.0004e424	user_options->hash_info	0
TOP.67314d4d.0004e424	user_options->force	1
TOP.67314d4d.0004e424	user_options->hwmon_disable	0
TOP.67314d4d.0004e424	user_options->hwmon_temp_abort	90
TOP.67314d4d.0004e424	user_options->hash_mode	0
TOP.67314d4d.0004e424	user_options->hex_charset	0
TOP.67314d4d.0004e424	user_options->hex_salt	0
TOP.67314d4d.0004e424	user_options->hex_wordlist	0
TOP.67314d4d.0004e424	user_options->hook_threads	0
TOP.67314d4d.0004e424	user_options->identify	0
TOP.67314d4d.0004e424	user_options->increment	0
TOP.67314d4d.0004e424	user_options->increment_max	256
TOP.67314d4d.0004e424	user_options->increment_min	1
TOP.67314d4d.0004e424	user_options->keep_guessing	0
TOP.67314d4d.0004e424	user_options->kernel_accel	0
TOP.67314d4d.0004e424	user_options->kernel_loops	0
TOP.67314d4d.0004e424	user_options->kernel_threads	0
TOP.67314d4d.0004e424	user_options->keyspace	0
TOP.67314d4d.0004e424	user_options->left	0
TOP.67314d4d.0004e424	user_options->logfile_disable	0
TOP.67314d4d.0004e424	user_options->loopback	0
TOP.67314d4d.0004e424	user_options->machine_readable	0
TOP.67314d4d.0004e424	user_options->markov_classic	0
TOP.67314d4d.0004e424	user_options->markov_disable	0
TOP.67314d4d.0004e424	user_options->markov_inverse	0
TOP.67314d4d.0004e424	user_options->markov_threshold	256
TOP.67314d4d.0004e424	user_options->multiply_accel_disable	0
TOP.67314d4d.0004e424	user_options->backend_info	0
TOP.67314d4d.0004e424	user_options->backend_vector_width	0
TOP.67314d4d.0004e424	user_options->optimized_kernel_enable	0
TOP.67314d4d.0004e424	user_options->outfile_autohex	1
TOP.67314d4d.0004e424	user_options->outfile_check_timer	5
TOP.67314d4d.0004e424	user_options->outfile_format	3
TOP.67314d4d.0004e424	user_options->wordlist_autohex_disable	0
TOP.67314d4d.0004e424	user_options->potfile_disable	0
TOP.67314d4d.0004e424	user_options->progress_only	0
TOP.67314d4d.0004e424	user_options->quiet	1
TOP.67314d4d.0004e424	user_options->remove	0
TOP.67314d4d.0004e424	user_options->remove_timer	60
TOP.67314d4d.0004e424	user_options->restore	0
TOP.67314d4d.0004e424	user_options->restore_disable	1
TOP.67314d4d.0004e424	user_options->restore_timer	1
TOP.67314d4d.0004e424	user_options->rp_files_cnt	0
TOP.67314d4d.0004e424	user_options->rp_gen	0
TOP.67314d4d.0004e424	user_options->rp_gen_func_max	4
TOP.67314d4d.0004e424	user_options->rp_gen_func_min	1
TOP.67314d4d.0004e424	user_options->rp_gen_seed	0
TOP.67314d4d.0004e424	user_options->runtime	0
TOP.67314d4d.0004e424	user_options->scrypt_tmto	0
TOP.67314d4d.0004e424	user_options->segment_size	33554432
TOP.67314d4d.0004e424	user_options->self_test_disable	0
TOP.67314d4d.0004e424	user_options->slow_candidates	0
TOP.67314d4d.0004e424	user_options->show	1
TOP.67314d4d.0004e424	user_options->speed_only	0
TOP.67314d4d.0004e424	user_options->spin_damp	0
TOP.67314d4d.0004e424	user_options->status	1
TOP.67314d4d.0004e424	user_options->status_json	0
TOP.67314d4d.0004e424	user_options->status_timer	1
TOP.67314d4d.0004e424	user_options->stdout_flag	0
TOP.67314d4d.0004e424	user_options->usage	0
TOP.67314d4d.0004e424	user_options->username	0
TOP.67314d4d.0004e424	user_options->veracrypt_pim_start	485
TOP.67314d4d.0004e424	user_options->veracrypt_pim_stop	485
TOP.67314d4d.0004e424	user_options->version	0
TOP.67314d4d.0004e424	user_options->workload_profile	3
TOP.67314d4d.0004e424	user_options->brain_client	0
TOP.67314d4d.0004e424	user_options->brain_client_features	2
TOP.67314d4d.0004e424	user_options->brain_server	0
TOP.67314d4d.0004e424	user_options->brain_server_timer	300
TOP.67314d4d.0004e424	user_options->brain_port	6863
TOP.67314d4d.0004e424	user_options->brain_session	0
TOP.67314d4d.0004e424	proc_start	1731284301
TOP.67314d4d.0004e424	proc_stop	1731284301
TOP.67314d4d.0004e424	STOP
TOP.67314d4e.0000cf89	START
TOP.67314d4e.0000cf89	folder_config->cwd	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\hashcat-6.2.6
TOP.67314d4e.0000cf89	folder_config->install_dir	.
TOP.67314d4e.0000cf89	folder_config->profile_dir	.
TOP.67314d4e.0000cf89	folder_config->session_dir	.
TOP.67314d4e.0000cf89	folder_config->shared_dir	.
TOP.67314d4e.0000cf89	user_options->encoding_from	utf-8
TOP.67314d4e.0000cf89	user_options->encoding_to	utf-8
TOP.67314d4e.0000cf89	user_options->potfile_path	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\ReworldTest\Test_Results\hashcat_md5s_uppercase_lowercase_numbers_8_3_1731284301.potfile
TOP.67314d4e.0000cf89	user_options->rule_buf_l	:
TOP.67314d4e.0000cf89	user_options->rule_buf_r	:
TOP.67314d4e.0000cf89	user_options->session	show
TOP.67314d4e.0000cf89	user_options->separator	:
TOP.67314d4e.0000cf89	user_options->limit	0
TOP.67314d4e.0000cf89	user_options->skip	0
TOP.67314d4e.0000cf89	user_options->attack_mode	100
TOP.67314d4e.0000cf89	user_options->benchmark	0
TOP.67314d4e.0000cf89	user_options->benchmark_all	0
TOP.67314d4e.0000cf89	user_options->bitmap_max	18
TOP.67314d4e.0000cf89	user_options->bitmap_min	16
TOP.67314d4e.0000cf89	user_options->debug_mode	0
TOP.67314d4e.0000cf89	user_options->hash_info	0
TOP.67314d4e.0000cf89	user_options->force	1
TOP.67314d4e.0000cf89	user_options->hwmon_disable	0
TOP.67314d4e.0000cf89	user_options->hwmon_temp_abort	90
TOP.67314d4e.0000cf89	user_options->hash_mode	0
TOP.67314d4e.0000cf89	user_options->hex_charset	0
TOP.67314d4e.0000cf89	user_options->hex_salt	0
TOP.67314d4e.0000cf89	user_options->hex_wordlist	0
TOP.67314d4e.0000cf89	user_options->hook_threads	0
TOP.67314d4e.0000cf89	user_options->identify	0
TOP.67314d4e.0000cf89	user_options->increment	0
TOP.67314d4e.0000cf89	user_options->increment_max	256
TOP.67314d4e.0000cf89	user_options->increment_min	1
TOP.67314d4e.0000cf89	user_options->keep_guessing	0
TOP.67314d4e.0000cf89	user_options->kernel_accel	0
TOP.67314d4e.0000cf89	user_options->kernel_loops	0
TOP.67314d4e.0000cf89	user_options->kernel_threads	0
TOP.67314d4e.0000cf89	user_options->keyspace	0
TOP.67314d4e.0000cf89	user_options->left	0
TOP.67314d4e.0000cf89	user_options->logfile_disable	0
TOP.67314d4e.0000cf89	user_options->loopback	0
TOP.67314d4e.0000cf89	user_options->machine_readable	0
TOP.67314d4e.0000cf89	user_options->markov_classic	0
TOP.67314d4e.0000cf89	user_options->markov_disable	0
TOP.67314d4e.0000cf89	user_options->markov_inverse	0
TOP.67314d4e.0000cf89	user_options->markov_threshold	256
TOP.67314d4e.0000cf89	user_options->multiply_accel_disable	0
TOP.67314d4e.0000cf89	user_options->backend_info	0
TOP.67314d4e.0000cf89	user_options->backend_vector_width	0
TOP.67314d4e.0000cf89	user_options->optimized_kernel_enable	0
TOP.67314d4e.0000cf89	user_options->outfile_autohex	1
TOP.67314d4e.0000cf89	user_options->outfile_check_timer	5
TOP.67314d4e.0000cf89	user_options->outfile_format	3
TOP.67314d4e.0000cf89	user_options->wordlist_autohex_disable	0
TOP.67314d4e.0000cf89	user_options->potfile_disable	0
TOP.67314d4e.0000cf89	user_options->progress_only	0
TOP.67314d4e.0000cf89	user_options->quiet	1
TOP.67314d4e.0000cf89	user_options->remove	0
TOP.67314d4e.0000cf89	user_options->remove_timer	60
TOP.67314d4e.0000cf89	user_options->restore	0
TOP.67314d4e.0000cf89	user_options->restore_disable	1
TOP.67314d4e.0000cf89	user_options->restore_timer	1
TOP.67314d4e.0000cf89	user_options->rp_files_cnt	0
TOP.67314d4e.0000cf89	user_options->rp_gen	0
TOP.67314d4e.0000cf89	user_options->rp_gen_func_max	4
TOP.67314d4e.0000cf89	user_options->rp_gen_func_min	1
TOP.67314d4e.0000cf89	user_options->rp_gen_seed	0
TOP.67314d4e.0000cf89	user_options->runtime	0
TOP.67314d4e.0000cf89	user_options->scrypt_tmto	0
TOP.67314d4e.0000cf89	user_options->segment_size	33554432
TOP.67314d4e.0000cf89	user_options->self_test_disable	0
TOP.67314d4e.0000cf89	user_options->slow_candidates	0
TOP.67314d4e.0000cf89	user_options->show	1
TOP.67314d4e.0000cf89	user_options->speed_only	0
TOP.67314d4e.0000cf89	user_options->spin_damp	0
TOP.67314d4e.0000cf89	user_options->status	1
TOP.67314d4e.0000cf89	user_options->status_json	0
TOP.67314d4e.0000cf89	user_options->status_timer	1
TOP.67314d4e.0000cf89	user_options->stdout_flag	0
TOP.67314d4e.0000cf89	user_options->usage	0
TOP.67314d4e.0000cf89	user_options->username	0
TOP.67314d4e.0000cf89	user_options->veracrypt_pim_start	485
TOP.67314d4e.0000cf89	user_options->veracrypt_pim_stop	485
TOP.67314d4e.0000cf89	user_options->version	0
TOP.67314d4e.0000cf89	user_options->workload_profile	3
TOP.67314d4e.0000cf89	user_options->brain_client	0
TOP.67314d4e.0000cf89	user_options->brain_client_features	2
TOP.67314d4e.0000cf89	user_options->brain_server	0
TOP.67314d4e.0000cf89	user_options->brain_server_timer	300
TOP.67314d4e.0000cf89	user_options->brain_port	6863
TOP.67314d4e.0000cf89	user_options->brain_session	0
TOP.67314d4e.0000cf89	proc_start	1731284302
TOP.67314d4e.0000cf89	proc_stop	1731284302
TOP.67314d4e.0000cf89	STOP
TOP.67314e46.000c33a5	START
TOP.67314e46.000c33a5	folder_config->cwd	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\hashcat-6.2.6
TOP.67314e46.000c33a5	folder_config->install_dir	.
TOP.67314e46.000c33a5	folder_config->profile_dir	.
TOP.67314e46.000c33a5	folder_config->session_dir	.
TOP.67314e46.000c33a5	folder_config->shared_dir	.
TOP.67314e46.000c33a5	user_options->encoding_from	utf-8
TOP.67314e46.000c33a5	user_options->encoding_to	utf-8
TOP.67314e46.000c33a5	user_options->potfile_path	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\ReworldTest\Test_Results\hashcat_md5s_uppercase_lowercase_numbers_8_0_1731284411.potfile
TOP.67314e46.000c33a5	user_options->rule_buf_l	:
TOP.67314e46.000c33a5	user_options->rule_buf_r	:
TOP.67314e46.000c33a5	user_options->session	show
TOP.67314e46.000c33a5	user_options->separator	:
TOP.67314e46.000c33a5	user_options->limit	0
TOP.67314e46.000c33a5	user_options->skip	0
TOP.67314e46.000c33a5	user_options->attack_mode	100
TOP.67314e46.000c33a5	user_options->benchmark	0
TOP.67314e46.000c33a5	user_options->benchmark_all	0
TOP.67314e46.000c33a5	user_options->bitmap_max	18
TOP.67314e46.000c33a5	user_options->bitmap_min	16
TOP.67314e46.000c33a5	user_options->debug_mode	0
TOP.67314e46.000c33a5	user_options->hash_info	0
TOP.67314e46.000c33a5	user_options->force	0
TOP.67314e46.000c33a5	user_options->hwmon_disable	0
TOP.67314e46.000c33a5	user_options->hwmon_temp_abort	90
TOP.67314e46.000c33a5	user_options->hash_mode	0
TOP.67314e46.000c33a5	user_options->hex_charset	0
TOP.67314e46.000c33a5	user_options->hex_salt	0
TOP.67314e46.000c33a5	user_options->hex_wordlist	0
TOP.67314e46.000c33a5	user_options->hook_threads	0
TOP.67314e46.000c33a5	user_options->identify	0
TOP.67314e46.000c33a5	user_options->increment	0
TOP.67314e46.000c33a5	user_options->increment_max	256
TOP.67314e46.000c33a5	user_options->increment_min	1
TOP.67314e46.000c33a5	user_options->keep_guessing	0
TOP.67314e46.000c33a5	user_options->kernel_accel	0
TOP.67314e46.000c33a5	user_options->kernel_loops	0
TOP.67314e46.000c33a5	user_options->kernel_threads	0
TOP.67314e46.000c33a5	user_options->keyspace	0
TOP.67314e46.000c33a5	user_options->left	0
TOP.67314e46.000c33a5	user_options->logfile_disable	0
TOP.67314e46.000c33a5	user_options->loopback	0
TOP.67314e46.000c33a5	user_options->machine_readable	0
TOP.67314e46.000c33a5	user_options->markov_classic	0
TOP.67314e46.000c33a5	user_options->markov_disable	0
TOP.67314e46.000c33a5	user_options->markov_inverse	0
TOP.67314e46.000c33a5	user_options->markov_threshold	256
TOP.67314e46.000c33a5	user_options->multiply_accel_disable	0
TOP.67314e46.000c33a5	user_options->backend_info	0
TOP.67314e46.000c33a5	user_options->backend_vector_width	0
TOP.67314e46.000c33a5	user_options->optimized_kernel_enable	0
TOP.67314e46.000c33a5	user_options->outfile_autohex	1
TOP.67314e46.000c33a5	user_options->outfile_check_timer	5
TOP.67314e46.000c33a5	user_options->outfile_format	3
TOP.67314e46.000c33a5	user_options->wordlist_autohex_disable	0
TOP.67314e46.000c33a5	user_options->potfile_disable	0
TOP.67314e46.000c33a5	user_options->progress_only	0
TOP.67314e46.000c33a5	user_options->quiet	1
TOP.67314e46.000c33a5	user_options->remove	0
TOP.67314e46.000c33a5	user_options->remove_timer	60
TOP.67314e46.000c33a5	user_options->restore	0
TOP.67314e46.000c33a5	user_options->restore_disable	1
TOP.67314e46.000c33a5	user_options->restore_timer	1
TOP.67314e46.000c33a5	user_options->rp_files_cnt	0
TOP.67314e46.000c33a5	user_options->rp_gen	0
TOP.67314e46.000c33a5	user_options->rp_gen_func_max	4
TOP.67314e46.000c33a5	user_options->rp_gen_func_min	1
TOP.67314e46.000c33a5	user_options->rp_gen_seed	0
TOP.67314e46.000c33a5	user_options->runtime	0
TOP.67314e46.000c33a5	user_options->scrypt_tmto	0
TOP.67314e46.000c33a5	user_options->segment_size	33554432
TOP.67314e46.000c33a5	user_options->self_test_disable	0
TOP.67314e46.000c33a5	user_options->slow_candidates	0
TOP.67314e46.000c33a5	user_options->show	1
TOP.67314e46.000c33a5	user_options->speed_only	0
TOP.67314e46.000c33a5	user_options->spin_damp	0
TOP.67314e46.000c33a5	user_options->status	0
TOP.67314e46.000c33a5	user_options->status_json	0
TOP.67314e46.000c33a5	user_options->status_timer	10
TOP.67314e46.000c33a5	user_options->stdout_flag	0
TOP.67314e46.000c33a5	user_options->usage	0
TOP.67314e46.000c33a5	user_options->username	0
TOP.67314e46.000c33a5	user_options->veracrypt_pim_start	485
TOP.67314e46.000c33a5	user_options->veracrypt_pim_stop	485
TOP.67314e46.000c33a5	user_options->version	0
TOP.67314e46.000c33a5	user_options->workload_profile	2
TOP.67314e46.000c33a5	user_options->brain_client	0
TOP.67314e46.000c33a5	user_options->brain_client_features	2
TOP.67314e46.000c33a5	user_options->brain_server	0
TOP.67314e46.000c33a5	user_options->brain_server_timer	300
TOP.67314e46.000c33a5	user_options->brain_port	6863
TOP.67314e46.000c33a5	user_options->brain_session	0
TOP.67314efd.0008f54e	START
TOP.67314efd.0008f54e	folder_config->cwd	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\hashcat-6.2.6
TOP.67314efd.0008f54e	folder_config->install_dir	.
TOP.67314efd.0008f54e	folder_config->profile_dir	.
TOP.67314efd.0008f54e	folder_config->session_dir	.
TOP.67314efd.0008f54e	folder_config->shared_dir	.
TOP.67314efd.0008f54e	user_options->encoding_from	utf-8
TOP.67314efd.0008f54e	user_options->encoding_to	utf-8
TOP.67314efd.0008f54e	user_options->potfile_path	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\ReworldTest\Test_Results\hashcat_md5s_uppercase_lowercase_numbers_8_3_1731284553.potfile
TOP.67314efd.0008f54e	user_options->rule_buf_l	:
TOP.67314efd.0008f54e	user_options->rule_buf_r	:
TOP.67314efd.0008f54e	user_options->session	show
TOP.67314efd.0008f54e	user_options->separator	:
TOP.67314efd.0008f54e	user_options->limit	0
TOP.67314efd.0008f54e	user_options->skip	0
TOP.67314efd.0008f54e	user_options->attack_mode	100
TOP.67314efd.0008f54e	user_options->benchmark	0
TOP.67314efd.0008f54e	user_options->benchmark_all	0
TOP.67314efd.0008f54e	user_options->bitmap_max	18
TOP.67314efd.0008f54e	user_options->bitmap_min	16
TOP.67314efd.0008f54e	user_options->debug_mode	0
TOP.67314efd.0008f54e	user_options->hash_info	0
TOP.67314efd.0008f54e	user_options->force	0
TOP.67314efd.0008f54e	user_options->hwmon_disable	0
TOP.67314efd.0008f54e	user_options->hwmon_temp_abort	90
TOP.67314efd.0008f54e	user_options->hash_mode	0
TOP.67314efd.0008f54e	user_options->hex_charset	0
TOP.67314efd.0008f54e	user_options->hex_salt	0
TOP.67314efd.0008f54e	user_options->hex_wordlist	0
TOP.67314efd.0008f54e	user_options->hook_threads	0
TOP.67314efd.0008f54e	user_options->identify	0
TOP.67314efd.0008f54e	user_options->increment	0
TOP.67314efd.0008f54e	user_options->increment_max	256
TOP.67314efd.0008f54e	user_options->increment_min	1
TOP.67314efd.0008f54e	user_options->keep_guessing	0
